Gender,Height,Weight
Male,69.8671013,185.71691
Male,67.94757,177.34778
Male,74.1045589,215.759704
Male,69.1678363,187.02242
Male,66.5572286,171.587884
Male,66.701605,172.839809
Male,67.246065,168.280287
Male,69.0513855,163.820489
Male,70.6727472,190.023434
Male,65.4989951,156.869952
Male,65.1872209,172.606483
Male,67.568143,169.063983
Male,73.8153857,231.374508
Male,71.6065642,207.250477
Male,67.7247492,172.152772
Male,68.231132,199.827758
Male,65.9294217,168.090412
Male,71.5484957,197.819615
Male,69.1643811,196.892315
Male,68.5976593,180.22178
Male,71.0575109,189.134012
Male,63.6440596,158.422717
Male,71.1824554,208.922683
Male,66.1286732,187.141119
Male,65.0573731,157.582432
Male,68.0913744,181.644445
Male,70.9931439,204.746678
Male,74.2211749,231.13019
Male,69.3271182,186.25843
Male,64.9313422,181.09387
Male,68.3468423,198.92098
Male,70.9291251,203.370463
Male,61.4778092,161.028752
Male,68.4908127,189.806682
Male,72.0498899,200.202829
Male,72.521667,221.86265
Male,71.2339114,214.060148
Male,72.2591152,201.701422
Male,67.5650399,187.187094
Male,72.267607,196.527467
Male,62.600248,151.720704
Male,66.2364373,167.29753
Male,69.6504374,198.843696
Male,69.2859214,178.789548
Male,70.7252787,193.539252
Male,68.828615,197.737905
Male,66.0144282,184.461812
Male,66.4148821,155.194772
Male,66.6156244,160.99199
Male,68.0348218,189.084462
Male,70.502398,172.985777
Male,69.1577295,195.895257
Male,70.7950226,215.746455
Male,65.1943771,166.707373
Male,74.7857143,239.464343
Male,71.0669063,184.279246
Male,69.3341978,199.983891
Male,69.899204,191.412231
Male,64.4251938,169.109401
Male,67.8521307,194.744522
Male,67.5490695,183.266533
Male,74.7674468,210.369909
Male,71.418946,198.042484
Male,67.1203444,172.66409
Male,69.8595879,197.070856
Male,68.4308134,190.50581
Male,67.9334826,184.555483
Male,68.4953432,179.929817
Male,65.2441434,159.50322
Male,70.185352,197.884507
Male,71.1041332,217.269605
Male,68.4475785,187.907426
Male,65.4205768,176.861684
Male,67.7007881,185.148202
Male,74.2230631,223.30804
Male,71.1672459,206.942982
Male,67.2307719,171.016941
Male,67.8805592,175.222848
Male,67.3763755,173.310396
Male,68.7612469,181.125974
Male,71.7052725,202.609008
Male,69.3809948,199.85092
Male,73.7165276,223.514722
Male,69.4533762,219.261707
Male,70.7862898,211.216081
Male,71.7684637,200.798983
Male,69.343454,208.809775
Male,65.2860255,161.420082
Male,70.9218444,207.835945
Male,68.5966627,180.831238
Male,68.6037964,176.815476
Male,69.4787441,194.603769
Male,65.9308962,163.008432
Male,68.5233453,173.270657
Male,73.9291241,215.620035
Male,71.1979378,210.134529
Male,66.5565869,185.042324
Male,71.7422762,187.965355
Male,69.7448293,188.181125
Male,66.7506541,179.542017
Male,69.6924223,211.718429
Male,70.4035168,197.692142
Male,69.0197361,186.287992
Male,64.7322872,166.106072
Male,70.9980744,188.81177
Male,64.4598143,161.378773
Male,69.7495226,193.476259
Male,71.5268488,189.282246
Male,68.3279159,207.784925
Male,70.7647202,199.323094
Male,71.4190496,209.858257
Male,69.3904741,180.175473
Male,72.0017322,196.214414
Male,69.191475,189.43884
Male,66.1663633,165.514607
Male,67.272143,182.394335
Male,70.9158354,189.557637
Male,69.1198878,189.625914
Male,67.4090259,170.191325
Male,72.938649,216.097455
Male,70.4909287,177.067774
Male,69.0082595,196.051189
Male,66.7621099,167.700496
Male,69.1206637,179.60787
Male,73.1262672,220.661405
Male,67.4868239,164.295241
Male,64.9550783,156.544786
Male,67.7824891,183.681029
Male,67.6623988,170.305493
Male,66.476397,168.627264
Male,72.9870702,209.637974
Male,69.5632323,195.346027
Male,71.0035601,194.322601
Male,69.9156374,219.367917
Male,71.6971418,205.161748
Male,67.6499409,178.882634
Male,68.2955546,181.724931
Male,68.6872557,203.560334
Male,68.9157716,165.155899
Male,68.9608797,197.93143
Male,67.2472352,173.284033
Male,68.9158636,183.947789
Male,65.8385445,139.534047
Male,64.6710755,160.188531
Male,66.2958977,163.604002
Male,67.0975857,193.955107
Male,66.9982897,189.893342
Male,70.9619709,184.223932
Male,68.4208722,190.795542
Male,67.6525276,188.200679
Male,75.6201932,226.20778
Male,70.549242,197.879373
Male,68.8908389,190.513487
Male,68.2845319,176.246583
Male,64.9950783,177.727094
Male,65.5757715,173.691592
Male,69.3060882,210.463688
Male,65.7047154,170.100563
Male,67.803991,173.459892
Male,69.2161473,184.93669
Male,68.015006,194.286946
Male,61.9269489,149.149685
Male,67.2663627,192.47077
Male,67.6768219,179.750808
Male,69.9709036,202.863293
Male,65.3134615,163.357332
Male,71.9060054,217.027715
Male,66.233904,183.161232
Male,65.8149428,166.583611
Male,72.8449479,205.250889
Male,70.9494435,189.703089
Male,71.3438076,218.586336
Male,71.0556642,203.139433
Male,61.9255473,139.90507
Male,68.7624576,196.293806
Male,67.5839414,179.937011
Male,67.3616947,164.145922
Male,65.8791566,168.174864
Male,68.6947622,189.742542
Male,69.5348616,195.170391
Male,66.6346908,190.467959
Male,69.8099016,204.426598
Male,68.6798737,196.151623
Male,71.6151788,209.670774
Male,69.6897953,190.9334
Male,70.9010864,197.944832
Male,68.005814,186.780338
Male,70.615744,188.663832
Male,71.5711942,176.376643
Male,73.0128633,209.329483
Male,60.7481179,136.167866
Male,69.0821196,190.935183
Male,69.3387376,191.445654
Male,67.7571377,184.93823
Male,76.0270819,232.313471
Male,72.2276162,201.778854
Male,68.9210413,188.328807
Male,65.3349277,174.655697
Male,65.9324035,183.943339
Male,70.4666893,187.517442
Male,73.1810436,213.847453
Male,68.5508797,175.219519
Male,68.5294083,169.544805
Male,63.5964554,144.591922
Male,67.1442412,175.67919
Male,70.8163706,197.198402
Male,73.5302848,222.925917
Male,66.1410689,165.404545
Male,67.9068497,170.417231
Male,71.4333758,216.634
Male,67.1126798,173.707504
Male,73.283918,217.89604
Male,63.6725832,161.013146
Male,69.2253203,193.756326
Male,69.670124,177.119161
Male,70.4854482,204.82745
Male,69.0046779,176.731892
Male,68.457894,192.761886
Male,66.0247338,166.96102
Male,69.3181691,186.737996
Male,69.0777406,188.506179
Male,73.5622704,208.361492
Male,66.0876889,161.495814
Male,73.5259843,214.966459
Male,69.6790602,205.133435
Male,66.6767811,183.197307
Male,72.9616655,208.895044
Male,68.2468721,207.925577
Male,71.9566259,210.663828
Male,71.0586333,204.272838
Male,66.9769499,195.19873
Male,68.4780021,190.686023
Male,71.2844414,199.635327
Male,64.9804563,166.821547
Male,66.7618839,178.797509
Male,68.7661617,185.772158
Male,68.9925436,193.754991
Male,71.2951946,228.800516
Male,69.0494784,192.349702
Male,66.541482,175.983491
Male,68.5155234,176.141239
Male,67.4597153,177.482525
Male,71.3573824,201.760777
Male,68.590406,176.84308
Male,69.7360867,185.52426
Male,69.8338571,188.041029
Male,72.4105858,189.384438
Male,65.4345969,166.096744
Male,66.2676568,170.250179
Male,69.9743009,212.804259
Male,71.2091942,196.145506
Male,69.9374002,202.27907
Male,71.3860222,201.332007
Male,64.5887817,158.454094
Male,68.7929844,174.489486
Male,68.4457467,183.783383
Male,69.2015781,188.103506
Male,69.4260173,176.19343
Male,69.6062252,194.200712
Male,72.881707,194.199509
Male,62.1783312,145.898842
Male,68.8747066,191.833709
Male,71.0800836,209.853554
Male,72.1825341,201.261464
Male,72.062755,208.781853
Male,67.3800579,182.673405
Male,67.9346345,166.435069
Male,70.8019303,193.393543
Male,65.5491213,178.44818
Male,70.1912245,205.941791
Male,71.7789954,199.209842
Male,68.1302884,192.029567
Male,68.3594826,175.260864
Male,66.090357,170.006445
Male,71.5801231,205.347596
Male,73.5366677,196.043295
Male,71.1155318,208.145257
Male,70.7943025,202.890758
Male,71.7290605,188.595024
Male,63.1965304,162.429727
Male,68.1011134,182.852399
Male,65.8560997,157.317461
Male,68.3464565,178.675992
Male,69.5602289,187.217486
Male,68.7283041,171.620967
Male,70.1582777,200.534178
Male,68.9233367,193.92736
Male,64.3001742,155.489729
Male,70.4556331,192.527905
Male,68.6240632,159.862467
Male,69.6647517,176.259274
Male,69.0588845,171.708926
Male,67.2269862,181.709619
Male,66.1157997,171.386659
Male,68.6173873,179.132025
Male,69.2490128,187.469371
Male,69.6419062,182.004522
Male,72.7970284,214.474036
Male,75.0439951,208.526427
Male,70.9726841,190.221993
Male,74.3880124,217.14379
Male,64.3621639,156.073899
Male,71.3270011,206.385191
Male,67.1720244,178.152781
Male,74.4016719,228.838396
Male,63.867921,174.473363
Male,68.8859918,164.214903
Male,72.1319902,212.157276
Male,68.4037262,206.01494
Male,65.0926564,167.433533
Male,69.2296791,195.21864
Male,71.9477883,209.175489
Male,67.4629907,182.301286
Male,69.3129086,190.185147
Male,63.7310482,160.344904
Male,60.6798174,129.301024
Male,70.6633231,195.626319
Male,67.5940311,186.751417
Male,74.6495079,227.500645
Male,70.4670789,197.187532
Male,71.9440105,209.556283
Male,74.0257508,209.759272
Male,70.7822282,220.436786
Male,64.727257,169.207937
Male,68.3830241,185.845617
Male,71.4692208,192.691493
Male,66.9444537,177.026088
Male,70.796979,199.947383
Male,65.2924348,168.71029
Male,61.7540098,123.528143
Male,62.4806713,160.242238
Male,67.8056799,197.082611
Male,69.5259943,161.970938
Male,72.5007566,201.655056
Male,70.4852947,194.786198
Male,66.689736,162.565407
Male,71.2919176,175.810968
Male,71.7967672,209.37931
Male,73.0563443,204.460332
Male,68.8533544,210.869084
Male,66.0454439,169.326284
Male,73.9859014,223.326105
Male,69.2516179,192.946891
Male,69.3406572,172.904801
Male,70.976265,191.572154
Male,63.5612776,157.119544
Male,69.770151,182.795494
Male,65.1884776,151.886942
Male,69.9789408,193.341083
Male,69.7505972,185.42797
Male,71.1714312,195.382311
Male,70.5720018,174.196887
Male,65.6510895,164.649814
Male,67.1384141,163.845001
Male,65.9180869,174.719958
Male,73.7866364,212.900556
Male,67.7372513,172.794261
Male,65.5440763,171.980331
Male,71.2139126,195.923416
Male,65.592354,174.815349
Male,65.6675545,174.566856
Male,61.9727359,140.27775
Male,73.8999387,215.559703
Male,72.3421836,215.858234
Male,70.3116943,184.24386
Male,67.1155644,168.202167
Male,65.9324818,151.384618
Male,67.227745,185.970161
Male,70.1143436,203.241732
Male,74.8414997,223.94567
Male,64.5273026,148.472186
Male,70.0512547,207.194647
Male,71.8331688,205.193062
Male,72.8367397,209.422484
Male,73.3018657,199.166929
Male,66.3931924,165.06461
Male,66.515162,180.760535
Male,69.2728126,202.29876
Male,68.2319539,195.26199
Male,70.413869,184.232662
Male,69.7268852,188.45376
Male,65.5107339,157.205025
Male,69.1372694,196.552324
Male,73.6661888,208.366179
Male,65.8927525,158.184986
Male,68.354429,184.598428
Male,70.4247305,197.907521
Male,72.0802011,202.867237
Male,71.7111248,199.080779
Male,65.7291619,156.223958
Male,63.8983382,168.299538
Male,70.3160097,201.510688
Male,65.7887298,174.58488
Male,69.8274642,196.930792
Male,68.3311501,197.75677
Male,67.7415893,165.643283
Male,75.0338894,232.886117
Male,73.4040585,192.732405
Male,69.5547619,192.181669
Male,64.5390398,157.129277
Male,67.5467615,163.495203
Male,73.096478,205.157578
Male,66.5539811,171.428592
Male,73.9916042,208.964584
Male,70.8626881,209.759114
Male,71.5687337,206.260458
Male,65.8383911,177.211697
Male,70.2755337,211.716254
Male,61.773522,149.514839
Male,74.8249453,220.336367
Male,71.6051458,192.427914
Male,67.2601036,163.386513
Male,70.9241944,199.778373
Male,75.0596686,218.583688
Male,73.1008762,223.206452
Male,70.661992,217.951883
Male,67.1446673,171.207779
Male,67.1231534,147.537956
Male,69.524944,170.037186
Male,65.2246917,160.836074
Male,68.4104628,185.127735
Male,68.7634637,177.083388
Male,67.9368688,188.884097
Male,69.2378287,159.244886
Male,68.4657239,188.079276
Male,65.6942936,150.96062
Male,69.430998,172.325881
Male,66.1353914,166.363819
Male,70.8770481,186.339824
Male,65.973065,187.658379
Male,64.9391154,163.880199
Male,68.3686033,196.949506
Male,69.5255513,189.707399
Male,66.4556021,188.974847
Male,69.4745818,177.343918
Male,68.7300987,184.130432
Male,73.7812745,221.240096
Male,76.5018833,217.882346
Male,71.2257019,199.182763
Male,64.5062104,164.500367
Male,66.5038149,163.269889
Male,69.210413,187.62482
Male,63.5463697,150.346658
Male,69.7311284,202.707102
Male,68.6082085,181.724837
Male,71.4641302,206.590857
Male,69.509488,203.985415
Male,73.7596357,231.608671
Male,68.2777868,195.18993
Male,72.4546334,200.290004
Male,70.7691933,195.353057
Male,70.4521407,188.098837
Male,68.9040989,194.65977
Male,69.2384272,197.412091
Male,67.2778473,156.416342
Male,71.4637647,207.768535
Male,68.8406335,171.92115
Male,71.4059647,216.923291
Male,70.1448741,190.585377
Male,70.679691,206.119839
Male,68.5411161,201.108892
Male,71.4347269,206.594059
Male,65.2208205,158.987186
Male,70.7731514,208.223566
Male,69.7600948,187.812062
Male,63.9625307,168.349457
Male,70.3041633,196.835052
Male,70.3168492,205.521886
Male,67.4054079,164.574391
Male,67.1215031,167.191527
Male,68.3775799,168.997324
Male,69.578239,184.219818
Male,62.5322533,168.153326
Male,69.3368215,184.119415
Male,66.7874673,172.175466
Male,75.3912922,218.604697
Male,70.2136291,189.658274
Male,71.1035636,196.759936
Male,69.7938879,181.723193
Male,66.4718445,175.389152
Male,70.7137141,208.710439
Male,63.6187173,162.674975
Male,70.5492797,191.318811
Male,67.4028211,192.672676
Male,71.4351749,213.337773
Male,68.5934051,187.402531
Male,71.4523265,203.448273
Male,70.6987899,189.985479
Male,71.3914645,197.307059
Male,70.4856432,193.359947
Male,74.4081879,226.701023
Male,63.4004232,185.188138
Male,68.3997191,171.329108
Male,67.4298542,175.124366
Male,70.812,196.221113
Male,67.110271,194.752354
Male,67.7282199,184.46845
Male,68.5508322,179.55679
Male,68.619485,192.605639
Male,70.605761,197.341247
Male,67.0867812,164.175701
Male,65.3117082,167.327703
Male,69.9241468,185.866584
Male,68.3646349,193.981748
Male,70.8698049,205.863935
Male,76.0123,235.437966
Male,67.9659678,176.966728
Male,69.7650874,199.026428
Male,69.5686724,200.704052
Male,71.5600187,213.978597
Male,70.9580493,201.663337
Male,65.4409223,144.132027
Male,70.9761245,202.603188
Male,67.9928512,183.958089
Male,70.5185151,199.568441
Male,69.1091914,176.045407
Male,71.6055731,194.932569
Male,69.8895586,203.518326
Male,66.4568988,166.684649
Male,70.2913542,207.508543
Male,62.6199652,152.852975
Male,66.6216818,146.230805
Male,65.3502882,156.761337
Male,71.6067399,209.964943
Male,69.4129144,183.90211
Male,69.8938136,200.796854
Male,65.6659586,164.215639
Male,64.4082733,154.641042
Male,68.6268858,189.44924
Male,69.6002826,176.594889
Male,67.4532312,173.272218
Male,68.1699946,185.25311
Male,69.553614,203.811091
Male,65.747298,182.05169
Male,73.1223932,201.703778
Male,66.620926,177.842655
Male,69.145909,202.628196
Male,65.965795,186.225431
Male,67.2032664,185.454007
Male,65.4539572,175.844485
Male,73.030092,209.587801
Male,68.3172449,179.370856
Male,66.3342815,165.368276
Male,72.3619835,198.26297
Male,67.7174275,184.931804
Male,70.4775913,200.247996
Male,71.1629916,199.443989
Male,69.3547796,202.332216
Male,70.0972376,201.993728
Male,69.2972917,197.358761
Male,63.3099693,157.003544
Male,67.8872299,183.343327
Male,73.2029699,203.023116
Male,73.1411551,193.926034
Male,70.8959825,195.601365
Male,72.1426927,214.853925
Male,72.1327779,184.147189
Male,71.2066187,193.74326
Male,66.2521505,170.1095
Male,72.3415888,205.699621
Male,68.0689221,166.2635
Male,71.3973089,198.406734
Male,65.726032,169.67526
Male,67.1104474,160.050285
Male,72.2150349,204.93776
Male,63.0097831,147.90182
Male,69.5691552,180.949823
Male,70.4040017,217.837245
Male,68.0302156,189.36164
Male,69.7779103,176.090289
Male,62.0786352,130.277275
Male,65.8344197,159.319115
Male,70.780936,191.968178
Male,69.5714302,182.154139
Male,67.3270648,188.351726
Male,67.8146019,191.760002
Male,66.6822428,162.766968
Male,69.6397087,197.596213
Male,64.7742374,182.589844
Male,73.9629411,200.007161
Male,67.9333838,184.40952
Male,66.7700395,165.489768
Male,68.9363576,176.652179
Male,76.4345587,228.872991
Male,68.9961454,180.350924
Male,73.5018396,225.972218
Male,69.6031034,189.816645
Male,72.06738,202.262074
Male,70.4892245,178.918714
Male,67.0348506,167.044233
Male,66.1841085,172.637612
Male,68.6942095,179.962509
Male,66.6532337,160.147436
Male,69.8386571,178.392483
Male,66.2450648,154.58869
Male,72.8110316,208.848846
Male,64.474747,169.430634
Male,69.7544793,181.641049
Male,70.6614444,203.844792
Male,72.4706185,184.446325
Male,68.1715328,199.701811
Male,72.9871714,206.629399
Male,70.5335648,196.584346
Male,70.0469531,190.002405
Male,69.0160672,196.763908
Male,73.5491623,222.297492
Male,68.1180978,180.065609
Male,68.287637,178.432598
Male,71.5270477,202.74874
Male,73.3965429,220.945761
Male,69.8445641,198.630278
Male,70.1519659,203.734481
Male,66.2997259,150.149361
Male,76.492934,227.139296
Male,71.0323852,186.762488
Male,66.6310409,170.421149
Male,66.0755368,182.428003
Male,70.6131624,187.472024
Male,65.2034807,158.664555
Male,66.8618613,175.797275
Male,73.7579983,220.770232
Male,69.8980861,195.758935
Male,69.5273197,189.027368
Male,66.7444775,154.12685
Male,69.074492,179.386817
Male,68.5617507,172.195364
Male,70.32255,190.461777
Male,71.9491204,208.088947
Male,70.9165518,191.883267
Male,70.3711234,197.382416
Male,67.7964772,189.683151
Male,68.6999956,208.068199
Male,69.1146318,188.717273
Male,67.6971036,187.423896
Male,71.2803302,217.903599
Male,71.4275752,201.842809
Male,71.0433563,204.627728
Male,64.7262559,143.347565
Male,67.1481594,182.031248
Male,72.291697,202.104372
Male,70.2428662,192.796113
Male,64.4578578,158.916699
Male,74.4649885,213.482103
Male,65.2989151,162.818275
Male,72.7495261,212.180719
Male,65.7181788,155.175543
Male,68.8900949,194.681435
Male,73.0384086,209.475388
Male,69.8607464,198.321828
Male,69.861197,179.662496
Male,71.7655617,192.690383
Male,66.8208459,179.801568
Male,67.7876938,190.506796
Male,69.2507138,196.141144
Male,68.9296721,180.826457
Male,68.9971099,186.635313
Male,66.3739949,167.784391
Male,66.3765193,179.468886
Male,69.0545698,181.360351
Male,65.6674754,161.422211
Male,62.7528775,149.759706
Male,66.5779867,161.201891
Male,67.2721707,187.363366
Male,69.8365517,176.011673
Male,74.2164309,238.569451
Male,71.2305286,209.032877
Male,70.7628651,194.796567
Male,67.8789539,163.724433
Male,67.1145267,182.512451
Male,66.5398122,175.093255
Male,67.0912187,180.880725
Male,68.8934177,172.654238
Male,71.8826967,207.575614
Male,70.5318761,194.009473
Male,69.2081082,187.867103
Male,66.8547377,161.223965
Male,77.1608009,228.707301
Male,68.1985373,176.456828
Male,66.7957931,186.993899
Male,74.0702062,218.423584
Male,69.691743,184.618953
Male,70.4827574,199.359224
Male,66.2029636,164.634464
Male,71.8578879,193.42999
Male,65.9752072,171.076831
Male,72.6769611,217.561415
Male,69.8120217,188.064984
Male,69.043146,178.184817
Male,63.8506784,151.996661
Male,64.9097852,145.176136
Male,65.045444,147.66026
Male,68.8743962,183.438539
Male,69.9822195,178.348439
Male,62.7093037,152.820468
Male,66.9234368,173.634257
Male,67.269044,180.035673
Male,72.1225255,200.336806
Male,69.6114033,170.296197
Male,65.1847009,166.738555
Male,74.0802749,194.778854
Male,61.1218286,152.79113
Male,68.3214529,206.426147
Male,63.9529284,164.771475
Male,68.5813735,181.167061
Male,64.925909,185.001854
Male,69.6597535,209.520425
Male,71.1207533,197.345436
Male,62.8041907,148.605042
Male,70.8112617,201.224277
Male,69.5495106,199.193815
Male,67.0323462,188.459689
Male,67.3968343,178.300197
Male,69.3718433,173.43017
Male,74.5451369,218.437568
Male,66.556525,173.38683
Male,67.2599528,186.320797
Male,66.0019677,165.167723
Male,67.2835074,203.13576
Male,67.9246336,161.670828
Male,66.0576338,164.470504
Male,65.8445805,170.792357
Male,69.0310629,170.310122
Male,70.3271164,192.497161
Male,66.5343065,166.371258
Male,71.4716749,196.54096
Male,70.0469308,183.619621
Male,68.6057106,187.291392
Male,68.9823807,178.282409
Male,73.7888849,222.397561
Male,69.0728108,190.587913
Male,73.1879491,204.103817
Male,68.6773844,192.196246
Male,64.9223363,179.409092
Male,66.1112291,192.765581
Male,67.7489899,169.740272
Male,71.8139036,192.816442
Male,69.1954412,185.729196
Male,67.4071717,188.594092
Male,69.8766334,179.68093
Male,64.3666767,162.495082
Male,67.4928539,183.38378
Male,73.1224332,221.445902
Male,67.6529455,188.889865
Male,68.5379019,191.822914
Male,70.724758,214.261518
Male,68.2301503,182.382822
Male,67.6971234,163.939879
Male,73.7167428,198.462227
Male,68.8584572,187.395086
Male,66.473766,175.947368
Male,69.9722813,188.625911
Male,67.5561832,200.779691
Male,74.2720187,209.937493
Male,72.09386,201.862658
Male,69.5697797,182.794844
Male,71.6140895,206.163433
Male,67.1385496,171.876966
Male,68.4156513,171.321216
Male,78.0958675,255.690835
Male,68.6426276,178.816795
Male,70.0268419,186.358702
Male,74.325677,220.845727
Male,72.2316362,202.13716
Male,67.6666641,193.081647
Male,66.4241871,157.288088
Male,65.0711135,180.756526
Male,69.1569821,206.51519
Male,67.8053119,180.004548
Male,68.2387454,193.983821
Male,72.548852,203.627584
